,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
223,Bredasdorp,0.0,ZA,2020-04-20 03:36:05,93.0,-34.53,20.04,57.2,6.93
224,Upernavik,66.0,GL,2020-04-20 03:36:05,88.0,72.79,-56.15,23.4,47.96
225,Carutapera,37.0,BR,2020-04-20 03:36:05,85.0,-1.2,-46.02,79.12,6.49
226,Rtishchevo,77.0,RU,2020-04-20 03:36:05,86.0,52.26,43.79,36.64,3.27
227,Maceió,54.0,BR,2020-04-20 03:34:19,84.0,-9.67,-35.74,79.05,10.11
228,Portland,20.0,US,2020-04-20 03:34:45,58.0,45.52,-122.68,57.2,4.7
229,Bilibino,14.0,RU,2020-04-20 03:36:06,84.0,68.05,166.44,11.16,4.5
230,Rawson,41.0,AR,2020-04-20 03:36:06,40.0,-43.3,-65.1,60.03,23.94
231,Fortuna Foothills,1.0,US,2020-04-20 03:36:07,33.0,32.66,-114.41,73.4,5.82
232,Tasiilaq,100.0,GL,2020-04-20 03:36:07,74.0,65.61,-37.64,30.2,4.7
233,Vitré,100.0,FR,2020-04-20 03:36:07,87.0,48.12,-1.21,53.6,8.05
234,Canguçu,0.0,BR,2020-04-20 03:36:07,95.0,-31.39,-52.68,63.0,3.29
235,Praia,20.0,CV,2020-04-20 03:36:07,68.0,14.92,-23.51,69.8,14.99
236,Sarlat-la-Canéda,100.0,FR,2020-04-20 03:36:08,92.0,44.89,1.22,55.99,1.68
237,Lebu,100.0,CL,2020-04-20 03:36:08,72.0,-37.62,-73.65,55.58,9.01
238,Chipinge,16.0,ZW,2020-04-20 03:36:08,74.0,-20.19,32.62,53.35,1.95
239,Faya,98.0,SA,2020-04-20 03:36:09,59.0,18.39,42.45,62.6,4.07
240,Hermanus,9.0,ZA,2020-04-20 03:34:07,93.0,-34.42,19.23,60.01,1.99
241,Busselton,95.0,AU,2020-04-20 03:36:09,58.0,-33.65,115.33,69.01,5.99
242,Mackay,68.0,AU,2020-04-20 03:36:09,79.0,-21.15,149.2,87.01,11.41
243,Belyy Yar,4.0,RU,2020-04-20 03:36:09,32.0,53.6,91.39,53.6,2.24
244,Vestmannaeyjar,100.0,IS,2020-04-20 03:36:10,94.0,63.44,-20.27,46.22,27.13
245,Ōhara,75.0,JP,2020-04-20 03:36:10,100.0,35.25,140.38,50.0,6.93
246,Uthal,35.0,PK,2020-04-20 03:36:10,69.0,25.81,66.62,79.7,3.15
247,Ilulissat,100.0,GL,2020-04-20 03:36:10,50.0,69.22,-51.1,28.4,24.16
248,Lavrentiya,100.0,RU,2020-04-20 03:36:11,92.0,65.58,-171.0,19.63,7.83
249,Khāsh,100.0,IR,2020-04-20 03:36:11,32.0,28.22,61.22,66.45,0.31
250,Broken Hill,100.0,AU,2020-04-20 03:36:11,27.0,-31.95,141.43,73.4,14.99
251,Ponta do Sol,9.0,PT,2020-04-20 03:36:11,72.0,32.67,-17.1,61.0,7.0
252,Iqaluit,5.0,CA,2020-04-20 03:36:11,64.0,63.75,-68.51,-4.0,2.24
253,Padang,3.0,ID,2020-04-20 03:33:42,60.0,-0.95,100.35,88.18,1.83
254,Bahār,20.0,IR,2020-04-20 03:36:12,93.0,34.91,48.44,41.0,0.36
255,Oxelösund,27.0,SE,2020-04-20 03:36:12,86.0,58.67,17.1,39.2,3.36
256,Voinka,100.0,UA,2020-04-20 03:36:12,89.0,45.87,33.99,47.32,15.32
257,Los Llanos de Aridane,1.0,ES,2020-04-20 03:36:12,63.0,28.66,-17.92,62.6,4.7
258,Beatrice,1.0,US,2020-04-20 03:36:13,50.0,40.27,-96.75,51.8,3.36
259,Beloha,1.0,MG,2020-04-20 03:36:13,80.0,-25.17,45.05,70.11,14.61
260,Eydhafushi,91.0,MV,2020-04-20 03:36:13,74.0,5.1,73.07,85.86,9.98
261,Torbay,90.0,CA,2020-04-20 03:36:13,93.0,47.67,-52.73,36.0,21.92
262,Kerchevskiy,0.0,RU,2020-04-20 03:36:14,87.0,59.95,56.29,33.57,5.12
263,Dingle,98.0,PH,2020-04-20 03:36:14,60.0,11.0,122.67,89.37,13.8
264,La Ronge,75.0,CA,2020-04-20 03:36:15,47.0,55.1,-105.28,35.6,10.29
265,Hithadhoo,100.0,MV,2020-04-20 03:36:15,76.0,-0.6,73.08,84.88,11.5
266,Laas,100.0,IT,2020-04-20 03:36:15,50.0,46.62,10.7,49.39,2.91
267,Novikovo,93.0,RU,2020-04-20 03:36:16,84.0,51.15,37.89,37.31,5.53
268,Khatanga,61.0,RU,2020-04-20 03:36:16,95.0,71.97,102.5,31.03,5.66
269,Yellowknife,75.0,CA,2020-04-20 03:36:16,61.0,62.46,-114.35,17.6,10.29
270,Nizhniy Odes,100.0,RU,2020-04-20 03:36:16,94.0,63.64,54.86,34.05,4.38
271,Kikwit,99.0,CD,2020-04-20 03:36:17,80.0,-5.04,18.82,70.36,2.04
272,Monsummano Terme,100.0,IT,2020-04-20 03:36:17,87.0,43.87,10.81,59.0,2.91
273,Arraial do Cabo,75.0,BR,2020-04-20 03:36:17,73.0,-22.97,-42.03,72.48,2.57
274,Choa Saidan Shah,95.0,PK,2020-04-20 03:36:18,44.0,32.72,72.98,69.78,4.18
275,New Norfolk,98.0,AU,2020-04-20 03:36:18,73.0,-42.78,147.06,62.01,5.99
276,Kavaratti,20.0,IN,2020-04-20 03:36:18,66.0,10.57,72.64,87.8,4.7
277,San Luis,0.0,AR,2020-04-20 03:36:18,48.0,-33.3,-66.34,62.47,4.92
278,Thompson,90.0,CA,2020-04-20 03:36:18,85.0,55.74,-97.86,19.4,6.93
279,Beyneu,100.0,KZ,2020-04-20 03:36:19,48.0,45.32,55.2,63.81,6.17
280,City of San Pedro,20.0,PH,2020-04-20 03:36:19,56.0,14.35,121.02,93.2,6.93
281,Harare,3.0,ZW,2020-04-20 03:32:04,81.0,-17.83,31.05,50.0,4.7
282,Takoradze,100.0,GH,2020-04-20 03:36:20,81.0,4.88,-1.76,81.05,7.11
283,Ürümqi,34.0,CN,2020-04-20 03:36:20,36.0,43.8,87.6,64.4,8.95
284,Vila Franca do Campo,20.0,PT,2020-04-20 03:36:20,66.0,37.72,-25.43,53.6,8.05
285,Malamig,82.0,PH,2020-04-20 03:36:21,59.0,12.95,121.37,87.04,5.97
286,Labuhan,43.0,ID,2020-04-20 03:36:21,65.0,-6.88,112.21,88.03,2.51
287,Kodinsk,0.0,RU,2020-04-20 03:36:21,61.0,58.69,99.18,38.26,5.86
288,Kouango,91.0,CF,2020-04-20 03:36:21,76.0,4.99,19.96,71.87,3.51
289,Rūdbār,49.0,AF,2020-04-20 03:36:22,33.0,30.15,62.6,73.56,2.75
290,Punto Fijo,47.0,VE,2020-04-20 03:36:22,76.0,11.7,-70.2,79.14,23.96
291,Acajutla,8.0,SV,2020-04-20 03:36:22,93.0,13.59,-89.83,72.0,3.96
292,Salalah,40.0,OM,2020-04-20 03:36:23,69.0,17.02,54.09,82.4,3.36
293,Berlevåg,40.0,NO,2020-04-20 03:36:23,78.0,70.86,29.09,39.2,28.86
294,Inírida,83.0,CO,2020-04-20 03:36:24,93.0,3.87,-67.92,73.35,0.76
295,Hirara,75.0,JP,2020-04-20 03:36:24,78.0,24.8,125.28,75.2,17.22
296,Lüderitz,8.0,NA,2020-04-20 03:36:24,87.0,-26.65,15.16,59.0,3.36
297,Kiruna,100.0,SE,2020-04-20 03:36:25,74.0,67.86,20.23,37.4,11.41
298,Sabla,10.0,NG,2020-04-20 03:36:25,35.0,12.75,4.71,85.98,8.7
299,Saint George,20.0,US,2020-04-20 03:36:25,34.0,37.1,-113.58,66.2,14.99
300,Rincon,90.0,US,2020-04-20 03:36:26,100.0,32.3,-81.24,64.4,4.94
301,Valera,65.0,VE,2020-04-20 03:36:26,64.0,9.32,-70.6,73.54,2.51
302,Anadyr,40.0,RU,2020-04-20 03:36:26,73.0,64.75,177.48,23.0,2.24
303,Arlit,1.0,NE,2020-04-20 03:36:26,12.0,18.74,7.39,83.53,9.15
304,Quatre Cocos,40.0,MU,2020-04-20 03:36:27,83.0,-20.21,57.76,75.2,23.04
305,Lanzhou,100.0,CN,2020-04-20 03:36:27,24.0,36.06,103.79,46.4,4.47
306,Lata,100.0,PT,2020-04-20 03:36:27,91.0,40.16,-8.33,52.0,1.92
307,Nome,90.0,US,2020-04-20 03:33:05,93.0,64.5,-165.41,37.0,3.65
308,Yamada,100.0,JP,2020-04-20 03:36:28,91.0,39.47,141.95,48.25,10.98
309,Ketchikan,90.0,US,2020-04-20 03:36:28,87.0,55.34,-131.65,46.4,11.41
310,Faanui,81.0,PF,2020-04-20 03:36:28,77.0,-16.48,-151.75,82.24,19.19
311,Hasaki,75.0,JP,2020-04-20 03:36:28,100.0,35.73,140.83,52.0,6.93
312,Nipawin,90.0,CA,2020-04-20 03:36:28,48.0,53.37,-104.0,41.0,17.22
313,Santa Maria,0.0,BR,2020-04-20 03:36:29,67.0,-29.68,-53.81,61.54,3.53
314,Xinzhou,10.0,CN,2020-04-20 03:36:29,22.0,38.41,112.73,53.4,15.99
315,Bokoro,22.0,TD,2020-04-20 03:36:29,16.0,12.38,17.06,78.75,7.16
316,Le Port,20.0,RE,2020-04-20 03:36:29,69.0,-20.94,55.29,75.2,10.29
317,Richards Bay,0.0,ZA,2020-04-20 03:36:30,80.0,-28.78,32.04,66.87,8.88
318,Funtua,58.0,NG,2020-04-20 03:36:30,58.0,11.52,7.31,74.75,12.21
319,Gornopravdinsk,0.0,RU,2020-04-20 03:36:30,68.0,60.05,69.9,43.02,5.53
320,Henties Bay,30.0,NA,2020-04-20 03:36:30,93.0,-22.12,14.28,59.0,5.01
321,Avarua,3.0,CK,2020-04-20 03:36:30,69.0,-21.21,-159.78,82.4,8.05
322,Cidreira,0.0,BR,2020-04-20 03:36:31,86.0,-30.18,-50.21,66.7,15.21
323,Westport,100.0,US,2020-04-20 03:31:45,54.0,41.14,-73.36,54.0,11.16
324,Sitka,90.0,US,2020-04-20 03:36:31,87.0,57.05,-135.33,48.2,3.36
325,Hengshui,8.0,CN,2020-04-20 03:36:32,23.0,37.73,115.7,66.15,15.39
326,Mugumu,100.0,TZ,2020-04-20 03:36:32,63.0,-1.85,34.7,60.93,1.86
327,Kumul,89.0,CN,2020-04-20 03:36:32,14.0,42.8,93.45,65.8,10.58
328,Doka,12.0,SD,2020-04-20 03:36:32,17.0,13.52,35.77,70.88,7.29
329,Pacific Grove,90.0,US,2020-04-20 03:32:14,71.0,36.62,-121.92,57.2,6.93
330,Leshukonskoye,99.0,RU,2020-04-20 03:36:33,96.0,64.9,45.76,32.36,3.87
331,Kondinskoye,0.0,RU,2020-04-20 03:36:34,64.0,59.65,67.41,42.82,9.26
332,Bulgan,91.0,MN,2020-04-20 03:36:34,44.0,48.81,103.53,30.92,11.99
333,Omboué,100.0,GA,2020-04-20 03:36:34,89.0,-1.57,9.26,77.58,7.05
334,Hong Kong,22.0,HK,2020-04-20 03:35:03,74.0,22.29,114.16,86.0,11.01
335,Nanortalik,17.0,GL,2020-04-20 03:36:35,86.0,60.14,-45.24,27.81,6.93
336,Cairns,40.0,AU,2020-04-20 03:36:35,74.0,-16.92,145.77,90.0,6.93
337,Kaitangata,79.0,NZ,2020-04-20 03:36:35,44.0,-46.28,169.85,59.0,8.01
338,Erzin,75.0,TR,2020-04-20 03:36:36,93.0,36.96,36.2,61.0,3.36
339,Kaeng Khoi,16.0,TH,2020-04-20 03:36:36,59.0,14.59,101.0,93.99,9.44
340,Barra do Garças,100.0,BR,2020-04-20 03:36:36,82.0,-15.89,-52.26,73.06,3.2
341,Salaga,100.0,GH,2020-04-20 03:36:36,70.0,8.55,-0.52,81.37,5.41
342,North Bend,1.0,US,2020-04-20 03:36:37,76.0,43.41,-124.22,51.8,6.93
343,Karratha,95.0,AU,2020-04-20 03:33:50,51.0,-20.74,116.85,87.69,9.84
344,Dartford,0.0,GB,2020-04-20 03:30:02,81.0,51.44,0.22,46.0,3.36
345,Pamplona,90.0,ES,2020-04-20 03:34:34,93.0,42.82,-1.64,53.01,5.82
346,Katsuura,75.0,JP,2020-04-20 03:34:34,93.0,35.13,140.3,55.4,11.41
347,Puerto Ayora,50.0,EC,2020-04-20 03:34:34,86.0,-0.74,-90.35,80.01,8.01
348,Ohafia,97.0,NG,2020-04-20 03:34:34,87.0,5.62,7.83,74.35,2.95
349,Vaini,40.0,TO,2020-04-20 03:33:39,74.0,-21.2,-175.2,82.4,10.29
350,Cayenne,100.0,GF,2020-04-20 03:30:04,100.0,4.93,-52.33,77.0,3.36
351,Punta Arenas,40.0,CL,2020-04-20 03:34:35,75.0,-53.15,-70.92,42.8,19.46
352,Abnūb,0.0,EG,2020-04-20 03:34:35,51.0,27.27,31.15,60.8,8.05
353,Mildura,99.0,AU,2020-04-20 03:31:21,46.0,-34.2,142.15,73.4,10.29
354,Santa Cruz de Tenerife,75.0,ES,2020-04-20 03:34:36,100.0,28.47,-16.25,57.99,17.22
355,Malanje,44.0,AO,2020-04-20 03:34:36,70.0,-9.54,16.34,62.31,2.77
356,Jamestown,90.0,US,2020-04-20 03:34:36,74.0,42.1,-79.24,39.99,9.17
357,Ushuaia,75.0,AR,2020-04-20 03:34:37,86.0,-54.8,-68.3,39.2,24.16
358,San Cristobal,98.0,VE,2020-04-20 03:34:37,63.0,7.77,-72.22,67.6,1.95
359,Mataura,90.0,NZ,2020-04-20 03:34:38,68.0,-46.19,168.86,57.0,5.99
360,Rikitea,93.0,PF,2020-04-20 03:34:38,71.0,-23.12,-134.97,76.84,6.76
361,Cape Town,75.0,ZA,2020-04-20 03:32:19,77.0,-33.93,18.42,63.0,17.22
362,Road Town,22.0,VG,2020-04-20 03:34:08,82.0,18.42,-64.62,80.01,17.0
363,Atuona,45.0,PF,2020-04-20 03:34:39,75.0,-9.8,-139.03,82.72,12.82
364,Kapaa,20.0,US,2020-04-20 03:34:39,65.0,22.08,-159.32,78.8,10.29
365,Westerland,0.0,DE,2020-04-20 03:34:39,62.0,54.91,8.3,45.19,14.52
366,Saint-Philippe,75.0,RE,2020-04-20 03:34:39,69.0,-21.36,55.77,75.2,9.17
367,Esim,100.0,GH,2020-04-20 03:34:40,82.0,4.87,-2.24,81.27,6.38
368,Chui,0.0,UY,2020-04-20 03:34:40,85.0,-33.7,-53.46,64.47,9.71
369,Bethel,1.0,US,2020-04-20 03:34:40,40.0,41.37,-73.41,53.6,6.93
370,Severo-Kuril'sk,52.0,RU,2020-04-20 03:34:40,92.0,50.68,156.12,31.71,9.17
371,Baruun-Urt,92.0,MN,2020-04-20 03:34:40,64.0,46.68,113.28,26.13,15.68
372,Longyearbyen,75.0,SJ,2020-04-20 03:34:41,85.0,78.22,15.64,24.8,28.86
373,George Town,20.0,MY,2020-04-20 03:34:41,70.0,5.41,100.34,91.4,4.7
374,Callaway,90.0,US,2020-04-20 03:34:41,88.0,30.15,-85.57,77.0,12.75
375,Geraldton,75.0,AU,2020-04-20 03:34:42,44.0,-28.77,114.6,75.2,11.41
376,Mar del Plata,98.0,AR,2020-04-20 03:34:42,87.0,-38.0,-57.56,62.01,2.24
377,Beringovskiy,100.0,RU,2020-04-20 03:34:42,96.0,63.05,179.32,21.47,17.56
378,Dorogino,9.0,RU,2020-04-20 03:34:42,53.0,54.36,83.32,52.63,2.68
379,Tuatapere,16.0,NZ,2020-04-20 03:34:43,68.0,-46.13,167.68,57.0,5.99
380,Adrar,0.0,MR,2020-04-20 03:34:43,20.0,20.5,-10.07,72.52,7.61
381,Pisco,0.0,PE,2020-04-20 03:34:43,82.0,-13.7,-76.22,68.0,6.93
382,Xining,87.0,CN,2020-04-20 03:34:43,22.0,36.62,101.77,45.46,6.31
383,Bonavista,100.0,CA,2020-04-20 03:34:44,98.0,48.65,-53.11,32.25,30.91
384,Barrow,90.0,US,2020-04-20 03:34:44,85.0,71.29,-156.79,10.4,6.93
385,Tura,97.0,IN,2020-04-20 03:34:44,63.0,25.52,90.22,79.81,6.87
386,Sechelt,10.0,CA,2020-04-20 03:34:45,85.0,49.47,-123.77,54.0,1.01
387,Hoyerswerda,0.0,DE,2020-04-20 03:35:25,65.0,51.43,14.25,37.99,1.01
388,Micheweni,100.0,TZ,2020-04-20 03:35:25,78.0,-4.97,39.83,80.53,15.43
389,Soe,2.0,ID,2020-04-20 03:35:25,53.0,-9.86,124.28,79.12,5.7
390,Butaritari,26.0,KI,2020-04-20 03:35:26,70.0,3.07,172.79,83.77,7.83
391,Bambous Virieux,40.0,MU,2020-04-20 03:35:26,83.0,-20.34,57.76,75.2,23.04
392,Port Alfred,0.0,ZA,2020-04-20 03:35:26,63.0,-33.59,26.89,71.01,3.0
393,Marion,90.0,US,2020-04-20 03:34:24,50.0,39.77,-86.16,54.0,11.41
394,Pangody,85.0,RU,2020-04-20 03:35:27,93.0,65.85,74.49,33.08,12.73
395,Ballina,64.0,AU,2020-04-20 03:35:27,34.0,-28.87,153.57,78.8,10.29
396,Albany,94.0,US,2020-04-20 03:35:27,75.0,42.6,-73.97,50.0,5.88
397,Gravdal,75.0,NO,2020-04-20 03:35:27,93.0,68.12,13.5,42.8,10.29
398,Saint-François,90.0,FR,2020-04-20 03:35:27,87.0,46.42,3.91,55.99,1.61
399,Praia da Vitória,40.0,PT,2020-04-20 03:35:28,76.0,38.73,-27.07,55.4,14.0
400,East London,0.0,ZA,2020-04-20 03:35:28,45.0,-33.02,27.91,84.2,11.41
401,Airai,32.0,TL,2020-04-20 03:35:28,43.0,-8.93,125.41,72.95,3.47
402,Ribeira Grande,2.0,PT,2020-04-20 03:35:28,58.0,38.52,-28.7,56.26,7.27
403,Alice Springs,53.0,AU,2020-04-20 03:30:46,15.0,-23.7,133.88,96.8,10.29
404,Port Elizabeth,0.0,ZA,2020-04-20 03:35:29,37.0,-33.92,25.57,71.6,14.99
405,Kahului,75.0,US,2020-04-20 03:34:02,54.0,20.89,-156.47,80.6,10.29
406,Sioux Lookout,90.0,CA,2020-04-20 03:35:29,59.0,50.1,-91.92,35.6,14.99
407,Aksu,96.0,CN,2020-04-20 03:35:30,40.0,41.12,80.26,57.87,1.54
408,Te Anau,23.0,NZ,2020-04-20 03:35:30,54.0,-45.42,167.72,53.29,7.65
409,Kruisfontein,0.0,ZA,2020-04-20 03:35:30,74.0,-34.0,24.73,60.62,5.37
410,Altay,0.0,CN,2020-04-20 03:35:30,30.0,47.87,88.12,55.11,2.37
411,Hilo,20.0,US,2020-04-20 03:35:30,57.0,19.73,-155.09,78.8,9.17
412,Naze,75.0,JP,2020-04-20 03:35:31,64.0,28.37,129.48,71.6,12.75
413,Haines Junction,74.0,CA,2020-04-20 03:35:55,58.0,60.75,-137.51,43.29,8.57
414,Tilichiki,100.0,RU,2020-04-20 03:35:55,90.0,60.47,166.1,17.91,16.71
415,Fortuna,90.0,US,2020-04-20 03:35:56,81.0,40.6,-124.16,52.0,5.82
416,Chabahar,2.0,IR,2020-04-20 03:35:56,69.0,25.29,60.64,80.47,6.64
417,Esmeraldas,64.0,BR,2020-04-20 03:32:19,88.0,-19.76,-44.31,64.4,4.7
418,Hobart,75.0,AU,2020-04-20 03:35:56,77.0,-42.88,147.33,59.0,23.04
419,Douglas,40.0,US,2020-04-20 03:34:38,60.0,41.3,-96.17,53.6,5.57
420,Dawei,0.0,MM,2020-04-20 03:35:57,49.0,14.08,98.2,89.01,2.51
421,Bobrovytsya,0.0,UA,2020-04-20 03:35:57,86.0,50.75,31.38,32.0,8.95
422,Narsaq,1.0,GL,2020-04-20 03:35:57,41.0,60.92,-46.05,24.8,4.7
423,Mount Isa,81.0,AU,2020-04-20 03:35:58,15.0,-20.73,139.5,93.2,6.93
424,Dikson,86.0,RU,2020-04-20 03:35:58,94.0,73.51,80.55,33.6,17.05
425,Isangel,90.0,VU,2020-04-20 03:35:58,79.0,-19.55,169.27,84.2,9.17
426,Port Hardy,20.0,CA,2020-04-20 03:35:58,81.0,50.7,-127.42,50.0,10.29
427,Alofi,2.0,NU,2020-04-20 03:35:59,78.0,-19.06,-169.92,82.4,14.99
428,Kyra,73.0,RU,2020-04-20 03:35:59,55.0,49.58,111.98,26.44,16.53
429,Stary Krym,100.0,UA,2020-04-20 03:35:59,77.0,45.03,35.1,46.65,2.93
430,Santiago del Estero,0.0,AR,2020-04-20 03:35:59,47.0,-27.8,-64.26,67.91,7.81
431,Koumac,100.0,NC,2020-04-20 03:35:59,76.0,-20.57,164.28,80.96,8.88
432,Belfast,0.0,GB,2020-04-20 03:33:34,81.0,54.58,-5.93,43.0,6.93
433,Rexburg,20.0,US,2020-04-20 03:36:00,34.0,43.83,-111.79,51.8,2.68
434,Kidal,31.0,ML,2020-04-20 03:36:00,24.0,18.44,1.41,81.41,13.38
435,Bluff,70.0,NZ,2020-04-20 03:36:01,68.0,-46.6,168.33,57.0,5.99
436,Broome,90.0,US,2020-04-20 03:36:01,75.0,42.25,-75.83,46.0,11.41
437,Luang Prabang,8.0,LA,2020-04-20 03:35:04,74.0,19.89,102.13,80.6,2.24
438,Carnarvon,53.0,AU,2020-04-20 03:36:01,61.0,-24.87,113.63,78.8,18.34
439,Seabra,90.0,BR,2020-04-20 03:36:01,94.0,-12.42,-41.77,71.6,3.36
440,Bambanglipuro,83.0,ID,2020-04-20 03:36:02,66.0,-7.95,110.28,86.45,1.25
441,Sovetskiy,17.0,RU,2020-04-20 03:36:02,76.0,61.36,63.58,37.85,5.91
442,Qaanaaq,39.0,GL,2020-04-20 03:36:03,82.0,77.48,-69.36,9.43,11.48
443,Ginir,97.0,ET,2020-04-20 03:36:03,53.0,7.13,40.7,59.94,4.0
444,Egvekinot,92.0,RU,2020-04-20 03:36:03,90.0,66.32,-179.17,12.56,12.8
445,Saskylakh,17.0,RU,2020-04-20 03:36:03,95.0,71.92,114.08,22.86,2.73
446,Salinas,1.0,US,2020-04-20 03:32:38,71.0,36.68,-121.66,57.2,10.29
