,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
671,Marevo,91.0,RU,2020-04-20 03:38:14,97.0,57.31,32.08,30.09,4.36
672,Mogadishu,99.0,SO,2020-04-20 03:38:14,74.0,2.04,45.34,82.51,11.43
673,Banda Aceh,23.0,ID,2020-04-20 03:38:10,71.0,5.56,95.32,85.77,7.27
674,Olafsvik,99.0,IS,2020-04-20 03:38:15,92.0,64.89,-23.71,44.02,18.61
675,Paamiut,9.0,GL,2020-04-20 03:38:15,84.0,61.99,-49.67,22.57,12.8
676,Samdrup Jongkhar District,39.0,BT,2020-04-20 03:38:16,39.0,26.92,91.62,77.43,2.17
677,Norman Wells,90.0,CA,2020-04-20 03:38:16,79.0,65.28,-126.83,28.4,2.24
678,Bima,26.0,ID,2020-04-20 03:38:16,57.0,-8.47,118.72,89.44,2.66
679,Mutare,46.0,ZW,2020-04-20 03:38:16,69.0,-18.97,32.67,53.42,0.76
680,Spas-Klepiki,99.0,RU,2020-04-20 03:38:16,87.0,55.13,40.18,33.01,1.01
681,Datong,0.0,CN,2020-04-20 03:38:17,25.0,40.09,113.29,44.22,22.84
682,Coronado,75.0,US,2020-04-20 03:38:17,67.0,32.69,-117.18,62.6,13.87
683,Sochaczew,0.0,PL,2020-04-20 03:38:17,99.0,52.23,20.24,34.0,5.19
684,Antalaha,82.0,MG,2020-04-20 03:38:17,82.0,-14.9,50.28,75.74,7.67
685,Hays,0.0,US,2020-04-20 03:38:17,42.0,30.05,-98.03,66.99,1.99
686,Great Bend,1.0,US,2020-04-20 03:38:18,87.0,38.36,-98.76,51.01,7.78
687,Cherskiy,100.0,RU,2020-04-20 03:38:18,94.0,68.75,161.3,12.81,8.32
688,Ucluelet,15.0,CA,2020-04-20 03:38:18,84.0,48.93,-125.55,53.01,2.73
689,Flinders,98.0,AU,2020-04-20 03:38:18,59.0,-34.58,150.86,68.0,1.01
690,Port Blair,46.0,IN,2020-04-20 03:37:12,76.0,11.67,92.75,84.47,9.1
691,Fort Nelson,75.0,CA,2020-04-20 03:38:19,76.0,58.81,-122.7,55.4,9.17
692,Launceston,75.0,AU,2020-04-20 03:36:28,77.0,-41.45,147.17,60.8,20.8
693,Saint Paul Harbor,90.0,US,2020-04-20 03:38:19,81.0,57.79,-152.41,44.6,13.87
694,Wooster,75.0,US,2020-04-20 03:35:01,70.0,40.81,-81.94,44.6,10.29
695,Tegul'det,99.0,RU,2020-04-20 03:38:20,54.0,57.31,88.17,43.52,9.22
696,Neiafu,20.0,TO,2020-04-20 03:38:20,66.0,-18.65,-173.98,86.0,8.05
697,Gilgit,100.0,PK,2020-04-20 03:38:20,25.0,35.92,74.31,52.25,3.06
698,Vagay,0.0,RU,2020-04-20 03:38:21,65.0,57.94,69.02,44.49,4.43
699,São João da Barra,99.0,BR,2020-04-20 03:38:21,84.0,-21.64,-41.05,69.08,7.09
700,Harper,100.0,LR,2020-04-20 03:38:21,84.0,4.38,-7.72,80.53,4.99
701,Rodolfo Sánchez Taboada,100.0,MX,2020-04-20 03:37:41,82.0,31.72,-116.57,61.0,7.0
702,Srednekolymsk,100.0,RU,2020-04-20 03:38:22,94.0,67.45,153.68,16.23,11.86
703,Lubao,40.0,PH,2020-04-20 03:38:22,55.0,14.92,120.55,93.2,2.24
704,Surok,40.0,RU,2020-04-20 03:38:22,86.0,56.45,48.12,37.4,2.24
705,Arroyo de la Encomienda,90.0,ES,2020-04-20 03:38:22,100.0,41.61,-4.8,44.01,1.39
706,Ponta Delgada,20.0,PT,2020-04-20 03:38:23,66.0,37.73,-25.67,53.6,8.05
707,Bedēsa,94.0,ET,2020-04-20 03:38:23,49.0,8.9,40.78,61.92,2.1
708,Lanivtsi,0.0,UA,2020-04-20 03:38:23,82.0,49.86,26.09,32.94,6.98
709,Bandarbeyla,83.0,SO,2020-04-20 03:38:23,71.0,9.49,50.81,81.79,3.4
710,Husavik,3.0,IS,2020-04-20 03:38:23,61.0,66.04,-17.34,48.2,17.22
711,Sinazongwe,61.0,ZM,2020-04-20 03:38:24,48.0,-17.26,27.46,71.4,4.97
712,Talnakh,99.0,RU,2020-04-20 03:38:24,69.0,69.49,88.4,37.4,33.55
713,Samarai,85.0,PG,2020-04-20 03:38:24,74.0,-10.62,150.67,84.61,7.58
714,Meulaboh,3.0,ID,2020-04-20 03:38:24,68.0,4.14,96.13,86.14,2.1
715,Meadow Lake,75.0,US,2020-04-20 03:38:25,20.0,34.8,-106.54,62.6,11.41
716,Hervey Bay,40.0,AU,2020-04-20 03:38:25,54.0,-25.3,152.85,86.0,4.7
717,Aktanysh,100.0,RU,2020-04-20 03:38:25,70.0,55.72,54.08,40.05,4.92
718,Tuy Hoa,66.0,VN,2020-04-20 03:38:25,59.0,13.08,109.3,86.29,3.06
719,Kalmunai,28.0,LK,2020-04-20 03:38:25,71.0,7.42,81.82,85.73,7.11
720,Sorong,10.0,ID,2020-04-20 03:35:41,68.0,-0.88,131.25,88.63,0.51
721,Malumfashi,46.0,NG,2020-04-20 03:38:26,46.0,11.79,7.62,76.5,14.2
722,Bathsheba,20.0,BB,2020-04-20 03:38:26,69.0,13.22,-59.52,80.6,14.99
723,Thai Binh,100.0,VN,2020-04-20 03:38:26,78.0,20.45,106.33,82.4,9.17
724,Hay River,40.0,CA,2020-04-20 03:38:27,74.0,60.82,-115.8,30.2,3.36
725,Pontes e Lacerda,23.0,BR,2020-04-20 03:38:27,87.0,-15.23,-59.34,71.51,1.79
726,Ambilobe,89.0,MG,2020-04-20 03:38:27,86.0,-13.2,49.05,71.08,4.59
727,Ivanava,0.0,BY,2020-04-20 03:38:27,93.0,52.15,25.54,30.7,6.76
728,Aktas,58.0,KZ,2020-04-20 03:38:28,62.0,49.78,72.96,57.2,6.71
729,Kutum,100.0,SD,2020-04-20 03:38:28,19.0,14.2,24.67,61.48,4.03
730,Bilāsipāra,66.0,IN,2020-04-20 03:38:28,59.0,26.23,90.23,81.37,9.31
731,Buraidah,75.0,SA,2020-04-20 03:33:57,60.0,26.33,43.98,68.0,13.87
732,Bloemfontein,0.0,ZA,2020-04-20 03:38:28,100.0,-29.12,26.21,50.0,4.7
733,Nishihara,90.0,JP,2020-04-20 03:38:29,93.0,26.18,127.76,68.0,8.05
734,Kennett,100.0,US,2020-04-20 03:38:29,93.0,36.24,-90.06,55.4,8.05
735,Butembo,95.0,CD,2020-04-20 03:38:29,63.0,0.15,29.28,56.75,0.98
736,Tanabe,40.0,JP,2020-04-20 03:38:29,82.0,33.73,135.37,68.0,9.17
737,Saint-Joseph,75.0,RE,2020-04-20 03:38:30,69.0,-21.37,55.62,75.2,9.17
738,Luanda,75.0,AO,2020-04-20 03:37:14,94.0,-8.84,13.23,78.8,3.36
739,Kaeo,100.0,NZ,2020-04-20 03:38:30,95.0,-35.1,173.78,62.01,1.99
740,Ocampo,0.0,MX,2020-04-20 03:38:31,16.0,21.65,-101.5,68.11,7.7
741,Kitakata,75.0,JP,2020-04-20 03:38:31,100.0,37.65,139.87,48.0,4.7
742,Novo Aripuanã,99.0,BR,2020-04-20 03:38:31,96.0,-5.12,-60.38,74.32,2.75
743,Bac Lieu,0.0,VN,2020-04-20 03:38:31,53.0,9.29,105.72,88.7,9.17
744,Berëzovka,0.0,BY,2020-04-20 03:38:31,95.0,53.72,25.5,30.52,4.72
745,St. George's,40.0,GD,2020-04-20 03:38:32,78.0,12.06,-61.75,80.6,19.46
746,Marabu,75.0,MY,2020-04-20 03:38:32,66.0,4.41,114.01,91.4,5.82
747,Port Macquarie,98.0,AU,2020-04-20 03:38:32,47.0,-31.43,152.92,78.01,1.01
748,Sobolevo,5.0,RU,2020-04-20 03:38:33,95.0,54.43,31.9,30.4,8.72
749,Litovko,100.0,RU,2020-04-20 03:38:33,41.0,49.24,135.17,54.75,6.35
750,Kainantu,51.0,PG,2020-04-20 03:38:33,43.0,-6.29,145.87,76.53,1.88
751,Máncora,94.0,PE,2020-04-20 03:38:33,64.0,-4.11,-81.05,78.22,8.66
752,Cardston,0.0,CA,2020-04-20 03:37:46,51.0,49.2,-113.3,39.81,9.86
753,Ati,86.0,TD,2020-04-20 03:38:34,14.0,13.22,18.34,80.02,11.92
754,Erenhot,0.0,CN,2020-04-20 03:38:34,44.0,43.65,111.98,31.55,24.45
755,Constitución,96.0,CL,2020-04-20 03:38:34,67.0,-35.33,-72.42,56.53,9.28
756,Ubari,91.0,LY,2020-04-20 03:38:34,16.0,26.59,12.78,80.02,18.05
757,Innisfail,56.0,AU,2020-04-20 03:38:07,51.0,-17.53,146.03,88.0,1.99
758,Kavieng,30.0,PG,2020-04-20 03:38:35,73.0,-2.57,150.8,84.33,5.17
759,Arica,34.0,CL,2020-04-20 03:38:35,72.0,-18.48,-70.3,66.2,2.24
760,Umm Kaddadah,87.0,SD,2020-04-20 03:38:35,16.0,13.6,26.69,72.55,12.71
761,Casablanca,20.0,MA,2020-04-20 03:38:16,93.0,33.59,-7.62,50.0,5.82
762,Fairbanks,90.0,US,2020-04-20 03:38:36,100.0,64.84,-147.72,44.01,6.93
763,Shatsk,100.0,RU,2020-04-20 03:38:36,74.0,54.03,41.71,37.63,2.17
764,Goba,100.0,ET,2020-04-20 03:38:36,40.0,7.02,39.98,53.15,2.64
765,Sawākin,0.0,SD,2020-04-20 03:38:36,43.0,19.11,37.33,76.71,2.77
766,San,76.0,ML,2020-04-20 03:38:37,30.0,13.3,-4.9,89.96,3.49
767,Pozo Colorado,0.0,PY,2020-04-20 03:38:37,53.0,-23.49,-58.8,68.02,3.83
768,Talara,99.0,PE,2020-04-20 03:38:37,72.0,-4.58,-81.27,74.7,11.39
769,Aasiaat,100.0,GL,2020-04-20 03:38:37,91.0,68.71,-52.87,25.75,19.48
770,Kiryat Gat,0.0,IL,2020-04-20 03:35:02,75.0,31.61,34.76,61.0,5.39
771,Bowmore,75.0,US,2020-04-20 03:38:38,77.0,34.94,-79.3,61.0,3.36
772,Eirunepé,5.0,BR,2020-04-20 03:38:38,70.0,-6.66,-69.87,71.94,0.18
773,Sol'vychegodsk,42.0,RU,2020-04-20 03:38:38,92.0,61.33,46.92,33.12,2.59
774,Jiuquan,22.0,CN,2020-04-20 03:38:38,21.0,39.74,98.52,50.5,5.86
775,Shingū,40.0,JP,2020-04-20 03:38:39,82.0,33.73,135.98,68.0,9.17
776,Chililabombwe,0.0,ZM,2020-04-20 03:38:39,66.0,-12.36,27.82,56.12,3.91
777,Yerbogachën,0.0,RU,2020-04-20 03:37:11,79.0,61.28,108.01,30.92,3.96
778,Miami,1.0,US,2020-04-20 03:35:05,83.0,25.77,-80.19,82.0,8.05
779,Sørland,75.0,NO,2020-04-20 03:38:40,93.0,67.67,12.69,42.8,10.29
780,Tainan City,40.0,TW,2020-04-20 03:38:40,62.0,22.99,120.21,84.2,9.17
781,Santa Cruz,20.0,MA,2020-04-20 03:38:40,82.0,30.42,-9.6,59.0,4.7
782,Povenets,91.0,RU,2020-04-20 03:38:40,96.0,62.85,34.83,31.87,4.38
783,Sisimiut,90.0,GL,2020-04-20 03:38:40,89.0,66.94,-53.67,25.88,18.84
784,Kapit,36.0,MY,2020-04-20 03:38:41,52.0,2.02,112.93,92.7,1.21
785,Abalak,0.0,RU,2020-04-20 03:38:41,63.0,58.13,68.59,44.08,5.17
786,Mmabatho,0.0,ZA,2020-04-20 03:38:41,82.0,-25.85,25.63,55.4,6.93
787,Kanniyākumāri,15.0,IN,2020-04-20 03:38:41,69.0,8.08,77.57,85.32,7.11
788,Grand Gaube,40.0,MU,2020-04-20 03:38:41,83.0,-20.01,57.66,75.2,23.04
789,Quisqueya,20.0,DO,2020-04-20 03:38:42,83.0,18.56,-69.41,80.01,5.82
790,Kot Radha Kishan,40.0,PK,2020-04-20 03:38:42,64.0,31.17,74.1,73.4,5.82
791,Berlin,0.0,DE,2020-04-20 03:35:08,60.0,52.52,13.41,45.0,5.82
792,Hobyo,100.0,SO,2020-04-20 03:38:42,74.0,5.35,48.53,84.11,7.49
793,Margate,0.0,GB,2020-04-20 03:38:43,72.0,51.38,1.39,50.0,8.01
794,Bud,40.0,US,2020-04-20 03:38:43,71.0,39.45,-86.18,52.0,6.38
795,Along,92.0,IN,2020-04-20 03:38:43,63.0,28.17,94.77,68.9,2.21
796,Anticala,92.0,PH,2020-04-20 03:38:43,58.0,9.0,125.65,88.57,1.05
797,Whitehorse,75.0,CA,2020-04-20 03:38:43,35.0,60.72,-135.05,57.2,17.22
798,Fonte Boa,94.0,BR,2020-04-20 03:38:44,92.0,-2.5,-66.27,73.8,1.86
799,Mogok,0.0,MM,2020-04-20 03:38:44,17.0,22.92,96.5,88.93,2.42
800,Fukuechō,75.0,JP,2020-04-20 03:38:44,67.0,32.69,128.84,62.6,10.29
801,Gao,28.0,ML,2020-04-20 03:38:44,30.0,16.64,1.64,86.88,10.18
802,Nuuk,65.0,GL,2020-04-20 03:38:23,54.0,64.18,-51.72,30.2,28.86
803,Linxia Chengguanzhen,100.0,CN,2020-04-20 03:38:45,38.0,35.6,103.21,41.61,3.18
804,Manicoré,98.0,BR,2020-04-20 03:38:45,100.0,-5.81,-61.3,75.2,3.36
805,Redmond,59.0,US,2020-04-20 03:37:57,76.0,47.67,-122.12,57.0,2.71
806,Kaputa,57.0,ZM,2020-04-20 03:38:45,68.0,-8.47,29.66,65.59,4.09
807,Celldömölk,94.0,HU,2020-04-20 03:38:46,70.0,47.26,17.15,45.0,2.1
808,Hauterive,90.0,FR,2020-04-20 03:38:46,93.0,46.09,3.45,55.4,2.24
809,Codrington,19.0,AU,2020-04-20 03:38:46,54.0,-38.27,141.97,61.39,21.23
810,Batagay-Alyta,34.0,RU,2020-04-20 03:38:46,87.0,67.8,130.41,25.43,4.7
811,Saint Anthony,1.0,US,2020-04-20 03:37:08,35.0,45.02,-93.22,44.6,3.36
812,Cockburn Town,38.0,TC,2020-04-20 03:34:01,84.0,21.46,-71.14,79.21,17.52
813,Shimoda,75.0,JP,2020-04-20 03:38:47,93.0,34.67,138.95,53.6,11.41
814,Biltine,100.0,TD,2020-04-20 03:38:47,16.0,14.53,20.92,74.7,8.48
815,Shekhupura,40.0,PK,2020-04-20 03:38:47,64.0,31.71,73.98,73.4,5.82
816,Krishnanagar,11.0,IN,2020-04-20 03:38:47,47.0,23.4,88.5,91.04,11.27
817,Dunedin,82.0,NZ,2020-04-20 03:38:48,50.0,-45.87,170.5,59.0,3.0
818,Nizwá,5.0,OM,2020-04-20 03:38:48,28.0,22.93,57.53,80.35,0.81
819,Valparaíso,0.0,CL,2020-04-20 03:36:06,87.0,-33.04,-71.63,59.0,5.82
820,Zeya,100.0,RU,2020-04-20 03:38:49,84.0,53.75,127.27,27.37,15.9
821,Nouakchott,0.0,MR,2020-04-20 03:35:12,68.0,18.09,-15.98,68.0,16.11
822,Matías Romero,0.0,MX,2020-04-20 03:38:50,68.0,16.88,-95.03,79.95,17.0
823,Payo,26.0,ID,2020-04-20 03:38:50,60.0,-3.75,103.64,88.54,2.37
824,Houma,90.0,US,2020-04-20 03:38:50,94.0,29.6,-90.72,79.0,13.87
825,Severnoye,8.0,RU,2020-04-20 03:38:50,75.0,56.35,78.36,53.64,4.59
826,Severobaykal'sk,21.0,RU,2020-04-20 03:38:51,76.0,55.65,109.32,23.25,13.0
827,Zapolyarnyy,75.0,RU,2020-04-20 03:38:51,93.0,69.42,30.81,35.6,26.4
828,Bubaque,48.0,GW,2020-04-20 03:37:23,71.0,11.28,-15.83,77.59,12.1
829,Gunjur,84.0,GM,2020-04-20 03:38:51,73.0,13.2,-16.73,73.4,6.93
830,Manta,20.0,EC,2020-04-20 03:38:52,74.0,-0.95,-80.73,78.8,6.93
831,Laguna,1.0,US,2020-04-20 03:38:52,55.0,38.42,-121.42,62.6,6.93
832,Kwang Binh,2.0,VN,2020-04-20 03:38:52,59.0,17.48,106.6,89.22,3.36
833,Keti Bandar,10.0,PK,2020-04-20 03:38:53,71.0,24.14,67.45,81.63,15.99
834,Thurso,0.0,GB,2020-04-20 03:38:53,87.0,58.59,-3.53,43.0,10.29
835,Melito di Porto Salvo,100.0,IT,2020-04-20 03:38:53,16.0,37.92,15.77,60.01,1.99
836,Huangzhou,40.0,CN,2020-04-20 03:38:53,93.0,30.45,114.8,59.0,2.24
837,Killybegs,4.0,IE,2020-04-20 03:38:54,79.0,54.63,-8.45,45.0,7.0
838,Břasy,0.0,CZ,2020-04-20 03:38:54,99.0,49.84,13.58,39.0,9.26
839,Impfondo,96.0,CG,2020-04-20 03:38:54,87.0,1.64,18.07,71.26,1.66
840,Camaná,17.0,PE,2020-04-20 03:34:35,72.0,-16.62,-72.71,69.78,5.39
841,Libreville,75.0,GA,2020-04-20 03:37:01,94.0,0.39,9.45,77.0,10.29
842,Tual,23.0,ID,2020-04-20 03:38:55,72.0,-5.67,132.75,84.9,4.81
843,Gamba,100.0,GA,2020-04-20 03:38:55,85.0,-2.65,10.0,77.54,3.74
844,Beihai,94.0,CN,2020-04-20 03:38:55,89.0,21.48,109.1,76.98,6.29
845,Verkhnyaya Sinyachikha,32.0,RU,2020-04-20 03:38:55,65.0,57.98,61.67,41.18,1.99
846,Thinadhoo,69.0,MV,2020-04-20 03:38:55,73.0,0.53,72.93,85.01,10.36
847,Matagami,1.0,CA,2020-04-20 03:38:56,77.0,49.75,-77.63,6.8,2.24
848,Cafarnaum,56.0,BR,2020-04-20 03:38:56,71.0,-11.69,-41.47,69.06,8.84
849,Ahipara,100.0,NZ,2020-04-20 03:38:56,90.0,-35.17,173.17,64.58,5.86
850,Vysokogornyy,100.0,RU,2020-04-20 03:38:56,41.0,50.12,139.15,53.26,2.33
851,Pecos,1.0,US,2020-04-20 03:38:57,11.0,31.42,-103.49,72.0,13.87
852,Aloleng,97.0,PH,2020-04-20 03:38:57,64.0,16.13,119.78,87.04,4.54
853,Buchanan,40.0,LR,2020-04-20 03:38:57,94.0,5.88,-10.05,78.8,2.57
854,Hoquiam,1.0,US,2020-04-20 03:38:57,81.0,46.98,-123.89,52.0,9.17
855,Brae,0.0,GB,2020-04-20 03:38:57,86.0,60.4,-1.35,42.8,12.75
856,Gladstone,40.0,AU,2020-04-20 03:38:58,54.0,-23.85,151.25,84.2,5.82
857,Camopi,100.0,GF,2020-04-20 03:38:58,94.0,3.17,-52.32,73.71,2.62
858,Majene,85.0,ID,2020-04-20 03:38:58,60.0,-3.54,118.97,87.31,4.0
859,Forsytheganj,0.0,BY,2020-04-20 03:38:58,96.0,52.63,29.73,30.7,8.34
860,Vestmanna,4.0,FO,2020-04-20 03:38:58,100.0,62.16,-7.17,41.0,10.29
861,Chokwé,0.0,MZ,2020-04-20 03:38:59,93.0,-24.53,32.98,64.0,7.72
862,Necochea,95.0,AR,2020-04-20 03:38:59,77.0,-38.55,-58.74,58.95,4.83
863,La Santisima Trinidad,6.0,BO,2020-04-20 03:38:59,80.0,-14.83,-64.9,72.25,2.48
864,Terekli-Mekteb,74.0,RU,2020-04-20 03:38:59,64.0,44.17,45.87,53.74,7.56
865,Parakai,100.0,NZ,2020-04-20 03:39:00,88.0,-36.65,174.43,64.99,2.35
866,Maţāy,0.0,EG,2020-04-20 03:39:00,57.0,28.42,30.78,61.97,16.31
867,Bondo,100.0,CD,2020-04-20 03:39:00,84.0,3.81,23.69,70.2,1.83
868,Caravelas,15.0,BR,2020-04-20 03:39:00,78.0,-17.71,-39.25,74.89,13.18
869,Ogaminana,100.0,NG,2020-04-20 03:39:00,81.0,7.59,6.22,75.54,7.87
870,Seoul,90.0,KR,2020-04-20 03:37:53,66.0,37.57,126.98,57.2,14.83
871,Gijang,20.0,KR,2020-04-20 03:39:01,51.0,35.24,129.21,62.6,10.29
872,Ambanja,93.0,MG,2020-04-20 03:39:01,83.0,-13.68,48.45,74.61,3.94
873,Inhambane,9.0,MZ,2020-04-20 03:38:26,84.0,-23.86,35.38,72.72,9.95
874,Teya,97.0,RU,2020-04-20 03:39:01,63.0,60.38,92.63,38.68,7.85
875,Svetlaya,100.0,RU,2020-04-20 03:39:02,69.0,46.54,138.33,43.2,5.26
876,Lere,100.0,NG,2020-04-20 03:39:02,58.0,10.39,8.57,73.0,6.26
877,Gardner,1.0,US,2020-04-20 03:39:02,57.0,42.58,-72.0,50.0,5.82
878,Denpasar,20.0,ID,2020-04-20 03:35:39,79.0,-8.65,115.22,87.8,6.93
879,Verkh-Suetka,19.0,RU,2020-04-20 03:39:03,38.0,53.3,80.05,59.59,4.79
880,San Miguel de Tucumán,0.0,AR,2020-04-20 03:36:23,88.0,-26.82,-65.22,64.4,6.93
881,Manjeshwar,20.0,IN,2020-04-20 03:39:03,74.0,12.72,74.89,86.0,4.7
882,Bonfim,99.0,BR,2020-04-20 03:39:03,60.0,3.08,-59.95,82.98,5.48
883,Avanigadda,34.0,IN,2020-04-20 03:39:04,62.0,16.02,80.92,89.02,7.96
884,Leeuwarden,0.0,NL,2020-04-20 03:39:04,60.0,53.2,5.81,41.0,11.41
885,Paso Blanco,73.0,PA,2020-04-20 03:39:04,85.0,9.13,-79.23,77.47,6.55
886,Kautokeino,100.0,NO,2020-04-20 03:39:04,83.0,69.01,23.04,35.26,8.7
887,Pacifica,75.0,US,2020-04-20 03:37:26,66.0,37.61,-122.49,55.99,12.75
888,Maragogi,25.0,BR,2020-04-20 03:39:05,83.0,-9.01,-35.22,78.94,7.29
889,Tabora,75.0,TZ,2020-04-20 03:39:05,94.0,-5.02,32.8,68.0,2.44
890,Tiznit Province,75.0,MA,2020-04-20 03:39:05,71.0,29.58,-9.5,54.28,5.73
891,Kokopo,100.0,PG,2020-04-20 03:39:05,78.0,-4.35,152.26,83.44,4.56
892,Yenagoa,100.0,NG,2020-04-20 03:39:06,88.0,4.92,6.26,76.26,1.5
893,Suntar,100.0,RU,2020-04-20 03:39:06,89.0,62.14,117.63,27.66,5.68
894,Mayumba,100.0,GA,2020-04-20 03:39:06,85.0,-3.43,10.66,78.55,7.29
895,Campana,0.0,AR,2020-04-20 03:36:22,77.0,-34.17,-58.96,62.01,4.43
